"Date","Lake","TAG.NUMBER","Species","Length..mm.","Weight..g.","Fin.Clipped","Notes"
2019-08-20,"N Twin","12528","COC",902,NA,"","Spine Taken, No Weight"
2019-08-20,"N Twin","12548","BIB",163,NA,"","Spine Taken"
2019-08-20,"N Twin","12549","BIB",333,NA,"","Spine Taken"
2019-08-21,"S Twin","12577","BIB",516,2118,"",""
2019-08-21,"S Twin","12578","BIB",478,1851,"",""
2019-08-21,"S Twin","12579","BIB",536,3048,"",""
2019-08-21,"S Twin","12581","BIB",445,1402,"",""
2019-08-21,"S Twin","12586","BIB",546,2753,"",""
2019-08-21,"S Twin","12587","BIB",523,2413,"",""
2019-08-21,"S Twin","12588","BIB",488,1710,"",""
2019-08-21,"S Twin","12589","BIB",513,2073,"",""
2019-08-27,"N Twin","12243","BIB",312,526,"","Spine Taken"
2019-08-27,"N Twin","12244","BIB",831,9072,"","Spine Taken"
2019-08-27,"N Twin","12280","COC",874,8677,"","Right Pec, Tag Loss, Retag, Spine Taken"
2019-08-28,"S Twin","12205","COC",188,102,"","Spine Taken"
2019-08-28,"S Twin","12210","BIB",732,7285,"","Spine Taken"
2019-10-02,"N Twin","12373","COC",919,NA,"","Spine taken"
