Lake,Date,Year,Month,Species,Pounds
Lost Island Lake,11/24/1984,1984,11,FWD,45
Lost Island Lake,11/24/1984,1984,11,CAP,5485
West Okoboji Lake,1/23/1985,1985,1,BMB,2000
West Okoboji Lake,1/23/1985,1985,1,FWD,50
West Okoboji Lake,1/23/1985,1985,1,CAP,1500
West Okoboji Lake,1/24/1985,1985,1,BMB,150
West Okoboji Lake,1/24/1985,1985,1,FWD,75
West Okoboji Lake,1/24/1985,1985,1,CAP,1375
West Okoboji Lake,1/26/1985,1985,1,BMB,25000
West Okoboji Lake,1/26/1985,1985,1,FWD,25
West Okoboji Lake,1/26/1985,1985,1,CAP,25000
West Okoboji Lake,1/28/1985,1985,1,BMB,9
West Okoboji Lake,1/28/1985,1985,1,FWD,0
West Okoboji Lake,1/28/1985,1985,1,CAP,30
West Okoboji Lake,1/29/1985,1985,1,BMB,24500
West Okoboji Lake,1/29/1985,1985,1,FWD,375
West Okoboji Lake,1/29/1985,1985,1,CAP,5000
West Okoboji Lake,2/4/1985,1985,2,BMB,75000
West Okoboji Lake,2/4/1985,1985,2,FWD,28
West Okoboji Lake,2/4/1985,1985,2,CAP,5250
West Okoboji Lake,2/6/1985,1985,2,BMB,7250
West Okoboji Lake,2/6/1985,1985,2,FWD,0
West Okoboji Lake,2/6/1985,1985,2,CAP,21875
West Okoboji Lake,2/13/1985,1985,2,BMB,18
West Okoboji Lake,2/13/1985,1985,2,FWD,0
West Okoboji Lake,2/13/1985,1985,2,CAP,20
West Okoboji Lake,2/15/1985,1985,2,BMB,35
West Okoboji Lake,2/15/1985,1985,2,FWD,0
West Okoboji Lake,2/15/1985,1985,2,CAP,18
West Okoboji Lake,2/18/1985,1985,2,BMB,0
West Okoboji Lake,2/18/1985,1985,2,FWD,0
West Okoboji Lake,2/18/1985,1985,2,CAP,24
Spirit Lake,2/20/1985,1985,2,BMB,16
Spirit Lake,2/20/1985,1985,2,FWD,0
Spirit Lake,2/20/1985,1985,2,CAP,15000
West Okoboji Lake,3/7/1985,1985,3,BMB,4000
West Okoboji Lake,3/7/1985,1985,3,FWD,1
West Okoboji Lake,3/7/1985,1985,3,CAP,625
Lost Island Lake,10/7/1985,1985,10,BMB,0
Lost Island Lake,10/7/1985,1985,10,FWD,50
Lost Island Lake,10/7/1985,1985,10,CAP,4000
Lost Island Lake,10/8/1985,1985,10,BMB,1130
Lost Island Lake,10/8/1985,1985,10,FWD,95
Lost Island Lake,10/8/1985,1985,10,CAP,11408
Lost Island Lake,10/9/1985,1985,10,BMB,649
Lost Island Lake,10/9/1985,1985,10,FWD,100
Lost Island Lake,10/9/1985,1985,10,CAP,15250
Lost Island Lake,10/15/1985,1985,10,BMB,0
Lost Island Lake,10/15/1985,1985,10,FWD,50
Lost Island Lake,10/15/1985,1985,10,CAP,42893
Lost Island Lake,10/16/1985,1985,10,BMB,2000
Lost Island Lake,10/16/1985,1985,10,FWD,200
Lost Island Lake,10/16/1985,1985,10,CAP,12250
Lost Island Lake,10/29/1985,1985,10,BMB,250
Lost Island Lake,10/29/1985,1985,10,FWD,60
Lost Island Lake,10/29/1985,1985,10,CAP,10680
Lost Island Lake,10/30/1985,1985,10,BMB,321
Lost Island Lake,10/30/1985,1985,10,FWD,75
Lost Island Lake,10/30/1985,1985,10,CAP,22612
Lost Island Lake,11/13/1985,1985,11,BMB,105
Lost Island Lake,11/13/1985,1985,11,FWD,0
Lost Island Lake,11/13/1985,1985,11,CAP,4740
Lost Island Lake,11/14/1985,1985,11,BMB,300
Lost Island Lake,11/14/1985,1985,11,FWD,15
Lost Island Lake,11/14/1985,1985,11,CAP,17915
West Okoboji Lake,12/27/1985,1985,12,BMB,0
West Okoboji Lake,12/27/1985,1985,12,FWD,0
West Okoboji Lake,12/27/1985,1985,12,CAP,0
West Okoboji Lake,1/2/1986,1986,1,BMB,100
West Okoboji Lake,1/2/1986,1986,1,FWD,4000
West Okoboji Lake,1/2/1986,1986,1,CAP,200
Minnewashta,1/13/1986,1986,1,BMB,2300
Minnewashta,1/13/1986,1986,1,FWD,0
Minnewashta,1/13/1986,1986,1,CAP,41114
West Okoboji Lake,1/15/1986,1986,1,BMB,19750
West Okoboji Lake,1/15/1986,1986,1,FWD,0
West Okoboji Lake,1/15/1986,1986,1,CAP,9750
West Okoboji Lake,1/20/1986,1986,1,BMB,100
West Okoboji Lake,1/20/1986,1986,1,FWD,0
West Okoboji Lake,1/20/1986,1986,1,CAP,45
Minnewashta,1/30/1986,1986,1,BMB,0
Minnewashta,1/30/1986,1986,1,FWD,125
Minnewashta,1/30/1986,1986,1,CAP,7200
West Okoboji Lake,2/11/1986,1986,2,BMB,5625
West Okoboji Lake,2/11/1986,1986,2,FWD,0
West Okoboji Lake,2/11/1986,1986,2,CAP,7500
West Okoboji Lake,2/26/1986,1986,2,BMB,142008
West Okoboji Lake,2/26/1986,1986,2,FWD,3720
West Okoboji Lake,2/26/1986,1986,2,CAP,31574
West Okoboji Lake,3/15/1986,1986,3,BMB,0
West Okoboji Lake,3/15/1986,1986,3,FWD,0
West Okoboji Lake,3/15/1986,1986,3,CAP,0
Spirit Lake,5/12/1986,1986,5,BMB,8300
Spirit Lake,5/12/1986,1986,5,FWD,4000
Spirit Lake,5/12/1986,1986,5,CAP,10200
Spirit Lake,5/13/1986,1986,5,BMB,17900
Spirit Lake,5/13/1986,1986,5,FWD,2250
Spirit Lake,5/13/1986,1986,5,CAP,23500
Spirit Lake,5/15/1986,1986,5,BMB,1150
Spirit Lake,5/15/1986,1986,5,FWD,1440
Spirit Lake,5/15/1986,1986,5,CAP,12075
Lost Island Lake,10/1/1986,1986,10,BMB,297
Lost Island Lake,10/1/1986,1986,10,FWD,10
Lost Island Lake,10/1/1986,1986,10,CAP,3000
Lost Island Lake,10/2/1986,1986,10,BMB,600
Lost Island Lake,10/2/1986,1986,10,FWD,60
Lost Island Lake,10/2/1986,1986,10,CAP,4000
Lost Island Lake,10/6/1986,1986,10,BMB,9
Lost Island Lake,10/6/1986,1986,10,FWD,30
Lost Island Lake,10/6/1986,1986,10,CAP,7400
Lost Island Lake,11/4/1986,1986,11,BMB,0
Lost Island Lake,11/4/1986,1986,11,FWD,25
Lost Island Lake,11/4/1986,1986,11,CAP,8920
Lost Island Lake,11/5/1986,1986,11,BMB,18
Lost Island Lake,11/5/1986,1986,11,FWD,10
Lost Island Lake,11/5/1986,1986,11,CAP,14700
Lost Island Lake,11/7/1986,1986,11,BMB,0
Lost Island Lake,11/7/1986,1986,11,FWD,0
Lost Island Lake,11/7/1986,1986,11,CAP,0
Lost Island Lake,11/10/1986,1986,11,BMB,22
Lost Island Lake,11/10/1986,1986,11,FWD,12
Lost Island Lake,11/10/1986,1986,11,CAP,8890
West Okoboji Lake,1/10/1987,1987,1,BMB,2300
West Okoboji Lake,1/10/1987,1987,1,FWD,0
West Okoboji Lake,1/10/1987,1987,1,CAP,7800
West Okoboji Lake,1/24/1987,1987,1,BMB,46929
West Okoboji Lake,1/24/1987,1987,1,FWD,0
West Okoboji Lake,1/24/1987,1987,1,CAP,43920
Five Island Lake,9/29/1987,1987,9,BMB,72
Five Island Lake,9/29/1987,1987,9,FWD,0
Five Island Lake,9/29/1987,1987,9,CAP,3400
Five Island Lake,9/30/1987,1987,9,BMB,200
Five Island Lake,9/30/1987,1987,9,BMB,170
Five Island Lake,9/30/1987,1987,9,FWD,0
Five Island Lake,9/30/1987,1987,9,FWD,0
Five Island Lake,9/30/1987,1987,9,CAP,600
Five Island Lake,9/30/1987,1987,9,CAP,3500
Five Island Lake,10/1/1987,1987,10,BMB,6000
Five Island Lake,10/1/1987,1987,10,FWD,0
Five Island Lake,10/1/1987,1987,10,CAP,250
Five Island Lake,10/5/1987,1987,10,BMB,230
Lost Island Lake,10/5/1987,1987,10,BMB,0
Five Island Lake,10/5/1987,1987,10,FWD,0
Lost Island Lake,10/5/1987,1987,10,FWD,50
Five Island Lake,10/5/1987,1987,10,CAP,3400
Lost Island Lake,10/5/1987,1987,10,CAP,5500
Five Island Lake,10/6/1987,1987,10,BMB,3785
Five Island Lake,10/6/1987,1987,10,FWD,0
Five Island Lake,10/6/1987,1987,10,CAP,840
Five Island Lake,10/7/1987,1987,10,BMB,9450
Five Island Lake,10/7/1987,1987,10,FWD,0
Five Island Lake,10/7/1987,1987,10,CAP,10000
Five Island Lake,10/19/1987,1987,10,BMB,3490
Five Island Lake,10/19/1987,1987,10,FWD,0
Five Island Lake,10/19/1987,1987,10,CAP,28600
Five Island Lake,10/20/1987,1987,10,BMB,240
Five Island Lake,10/20/1987,1987,10,FWD,0
Five Island Lake,10/20/1987,1987,10,CAP,2700
Five Island Lake,10/21/1987,1987,10,BMB,370
Five Island Lake,10/21/1987,1987,10,FWD,0
Five Island Lake,10/21/1987,1987,10,CAP,8100
Lost Island Lake,11/2/1987,1987,11,BMB,50
Lost Island Lake,11/2/1987,1987,11,FWD,0
Lost Island Lake,11/2/1987,1987,11,CAP,39390
Five Island Lake,11/4/1987,1987,11,BMB,200
Five Island Lake,11/4/1987,1987,11,FWD,0
Five Island Lake,11/4/1987,1987,11,CAP,1500
Lost Island Lake,11/5/1987,1987,11,BMB,250
Lost Island Lake,11/5/1987,1987,11,FWD,75
Lost Island Lake,11/5/1987,1987,11,CAP,5600
Lost Island Lake,11/17/1987,1987,11,BMB,250
Lost Island Lake,11/17/1987,1987,11,FWD,100
Lost Island Lake,11/17/1987,1987,11,CAP,4440
Five Island Lake,11/18/1987,1987,11,BMB,250
Five Island Lake,11/18/1987,1987,11,FWD,0
Five Island Lake,11/18/1987,1987,11,CAP,31480
Minnewashta,2/3/1988,1988,2,BMB,400
Minnewashta,2/3/1988,1988,2,FWD,0
Minnewashta,2/3/1988,1988,2,CAP,1700
West Okoboji Lake,2/19/1988,1988,2,BMB,10830
West Okoboji Lake,2/19/1988,1988,2,FWD,0
West Okoboji Lake,2/19/1988,1988,2,CAP,4080
West Okoboji Lake,2/22/1988,1988,2,BMB,0
West Okoboji Lake,2/22/1988,1988,2,FWD,0
West Okoboji Lake,2/22/1988,1988,2,CAP,0
Spirit Lake,2/27/1988,1988,2,BMB,16800
Spirit Lake,2/27/1988,1988,2,FWD,0
Spirit Lake,2/27/1988,1988,2,CAP,72700
Lower Gar,5/14/1988,1988,5,BMB,960
Lower Gar,5/14/1988,1988,5,BMB,200
Lower Gar,5/14/1988,1988,5,FWD,600
Lower Gar,5/14/1988,1988,5,FWD,1100
Lower Gar,5/14/1988,1988,5,CAP,1475
Lower Gar,5/14/1988,1988,5,CAP,1200
Spirit Lake,5/17/1988,1988,5,BMB,200
Spirit Lake,5/17/1988,1988,5,FWD,100
Spirit Lake,5/17/1988,1988,5,CAP,300
Lower Gar,5/31/1988,1988,5,BMB,800
Lower Gar,5/31/1988,1988,5,BMB,200
Lower Gar,5/31/1988,1988,5,FWD,400
Lower Gar,5/31/1988,1988,5,FWD,100
Lower Gar,5/31/1988,1988,5,CAP,1300
Lower Gar,5/31/1988,1988,5,CAP,2100
Five Island Lake,9/19/1988,1988,9,BMB,4600
Five Island Lake,9/19/1988,1988,9,FWD,0
Five Island Lake,9/19/1988,1988,9,CAP,8820
Five Island Lake,9/20/1988,1988,9,BMB,17000
Five Island Lake,9/20/1988,1988,9,FWD,0
Five Island Lake,9/20/1988,1988,9,CAP,13800
Five Island Lake,9/21/1988,1988,9,BMB,730
Five Island Lake,9/21/1988,1988,9,FWD,0
Five Island Lake,9/21/1988,1988,9,CAP,6600
Five Island Lake,10/25/1988,1988,10,BMB,65
Five Island Lake,10/25/1988,1988,10,FWD,0
Five Island Lake,10/25/1988,1988,10,CAP,800
Five Island Lake,10/26/1988,1988,10,BMB,3255
Five Island Lake,10/26/1988,1988,10,FWD,0
Five Island Lake,10/26/1988,1988,10,CAP,11285
Five Island Lake,10/27/1988,1988,10,BMB,405
Five Island Lake,10/27/1988,1988,10,FWD,0
Five Island Lake,10/27/1988,1988,10,CAP,8100
Five Island Lake,11/1/1988,1988,11,BMB,3465
Five Island Lake,11/1/1988,1988,11,FWD,0
Five Island Lake,11/1/1988,1988,11,CAP,21185
Five Island Lake,11/2/1988,1988,11,BMB,17020
Five Island Lake,11/2/1988,1988,11,FWD,0
Five Island Lake,11/2/1988,1988,11,CAP,14540
Five Island Lake,11/5/1988,1988,11,BMB,210
Five Island Lake,11/5/1988,1988,11,FWD,0
Five Island Lake,11/5/1988,1988,11,CAP,10710
Five Island Lake,11/7/1988,1988,11,BMB,210
Five Island Lake,11/7/1988,1988,11,FWD,0
Five Island Lake,11/7/1988,1988,11,CAP,21945
Five Island Lake,11/8/1988,1988,11,BMB,17665
Five Island Lake,11/8/1988,1988,11,FWD,0
Five Island Lake,11/8/1988,1988,11,CAP,30765
Tuttle Lake,1/2/1989,1989,1,BMB,750
Tuttle Lake,1/2/1989,1989,1,FWD,0
Tuttle Lake,1/2/1989,1989,1,CAP,500
Tuttle Lake,1/3/1989,1989,1,BMB,0
Tuttle Lake,1/3/1989,1989,1,FWD,0
Tuttle Lake,1/3/1989,1989,1,CAP,500
Tuttle Lake,1/4/1989,1989,1,BMB,3400
Tuttle Lake,1/4/1989,1989,1,FWD,0
Tuttle Lake,1/4/1989,1989,1,CAP,7200
Tuttle Lake,1/5/1989,1989,1,BMB,19400
Tuttle Lake,1/5/1989,1989,1,FWD,0
Tuttle Lake,1/5/1989,1989,1,CAP,34000
Ingham Lake,1/12/1989,1989,1,BMB,300
Ingham Lake,1/12/1989,1989,1,FWD,0
Ingham Lake,1/12/1989,1989,1,CAP,22300
Lost Island Lake,1/14/1989,1989,1,BMB,0
Lost Island Lake,1/14/1989,1989,1,FWD,250
Lost Island Lake,1/14/1989,1989,1,CAP,18600
West Okoboji Lake,1/25/1989,1989,1,BMB,62000
West Okoboji Lake,1/25/1989,1989,1,FWD,1800
West Okoboji Lake,1/25/1989,1989,1,CAP,79000
West Okoboji Lake,1/27/1989,1989,1,BMB,10000
West Okoboji Lake,1/27/1989,1989,1,FWD,0
West Okoboji Lake,1/27/1989,1989,1,CAP,16000
West Okoboji Lake,1/31/1989,1989,1,BMB,0
West Okoboji Lake,1/31/1989,1989,1,FWD,0
West Okoboji Lake,1/31/1989,1989,1,CAP,0
West Okoboji Lake,2/15/1989,1989,2,BMB,0
West Okoboji Lake,2/15/1989,1989,2,FWD,5265
West Okoboji Lake,2/15/1989,1989,2,CAP,0
Spirit Lake,3/8/1989,1989,3,BMB,3200
Spirit Lake,3/8/1989,1989,3,FWD,0
Spirit Lake,3/8/1989,1989,3,CAP,27500
East Okoboji Lake,4/12/1989,1989,4,BMB,1200
East Okoboji Lake,4/12/1989,1989,4,FWD,200
East Okoboji Lake,4/12/1989,1989,4,CAP,37500
Ingham Lake,4/13/1989,1989,4,BMB,0
East Okoboji Lake,4/13/1989,1989,4,BMB,1100
Ingham Lake,4/13/1989,1989,4,FWD,0
East Okoboji Lake,4/13/1989,1989,4,FWD,1400
Ingham Lake,4/13/1989,1989,4,CAP,1200
East Okoboji Lake,4/13/1989,1989,4,CAP,41750
Silver Lake (Dickinson),4/18/1989,1989,4,BMB,0
Silver Lake (Dickinson),4/18/1989,1989,4,FWD,0
Silver Lake (Dickinson),4/18/1989,1989,4,CAP,80
Silver Lake (Dickinson),4/20/1989,1989,4,BMB,2750
Lower Gar,4/20/1989,1989,4,BMB,0
Minnewashta,4/20/1989,1989,4,BMB,0
Silver Lake (Dickinson),4/20/1989,1989,4,FWD,15
Lower Gar,4/20/1989,1989,4,FWD,2100
Minnewashta,4/20/1989,1989,4,FWD,0
Silver Lake (Dickinson),4/20/1989,1989,4,CAP,550
Lower Gar,4/20/1989,1989,4,CAP,24300
Minnewashta,4/20/1989,1989,4,CAP,2100
Silver Lake (Dickinson),4/21/1989,1989,4,BMB,12
Lower Gar,4/21/1989,1989,4,BMB,0
Silver Lake (Dickinson),4/21/1989,1989,4,FWD,0
Lower Gar,4/21/1989,1989,4,FWD,1100
Silver Lake (Dickinson),4/21/1989,1989,4,CAP,550
Lower Gar,4/21/1989,1989,4,CAP,5600
East Okoboji Lake,4/25/1989,1989,4,BMB,0
East Okoboji Lake,4/25/1989,1989,4,FWD,1500
East Okoboji Lake,4/25/1989,1989,4,CAP,31200
Lower Gar,4/27/1989,1989,4,BMB,3200
Lower Gar,4/27/1989,1989,4,FWD,700
Lower Gar,4/27/1989,1989,4,CAP,14800
East Okoboji Lake,4/28/1989,1989,4,BMB,600
East Okoboji Lake,4/28/1989,1989,4,FWD,450
East Okoboji Lake,4/28/1989,1989,4,CAP,3500
East Okoboji Lake,5/2/1989,1989,5,BMB,350
East Okoboji Lake,5/2/1989,1989,5,FWD,200
East Okoboji Lake,5/2/1989,1989,5,CAP,9200
Lost Island Lake,5/3/1989,1989,5,BMB,0
Lost Island Lake,5/3/1989,1989,5,FWD,0
Lost Island Lake,5/3/1989,1989,5,CAP,0
Lower Gar,5/4/1989,1989,5,BMB,0
Lost Island Lake,5/4/1989,1989,5,BMB,0
Lower Gar,5/4/1989,1989,5,FWD,520
Lost Island Lake,5/4/1989,1989,5,FWD,650
Lower Gar,5/4/1989,1989,5,CAP,4100
Lost Island Lake,5/4/1989,1989,5,CAP,3500
Spirit Lake,5/9/1989,1989,5,BMB,0
West Okoboji Lake,5/9/1989,1989,5,BMB,0
Spirit Lake,5/9/1989,1989,5,FWD,1100
West Okoboji Lake,5/9/1989,1989,5,FWD,0
Spirit Lake,5/9/1989,1989,5,CAP,15200
West Okoboji Lake,5/9/1989,1989,5,CAP,0
East Okoboji Lake,5/10/1989,1989,5,BMB,6200
East Okoboji Lake,5/10/1989,1989,5,FWD,3400
East Okoboji Lake,5/10/1989,1989,5,CAP,2750
Lower Gar,5/11/1989,1989,5,BMB,0
Lower Gar,5/11/1989,1989,5,FWD,1820
Lower Gar,5/11/1989,1989,5,CAP,2625
Spirit Lake,5/15/1989,1989,5,BMB,1200
Spirit Lake,5/15/1989,1989,5,FWD,300
Spirit Lake,5/15/1989,1989,5,CAP,17400
East Okoboji Lake,5/16/1989,1989,5,BMB,700
East Okoboji Lake,5/16/1989,1989,5,FWD,0
East Okoboji Lake,5/16/1989,1989,5,CAP,3800
Lost Island Lake,5/17/1989,1989,5,BMB,0
Lost Island Lake,5/17/1989,1989,5,FWD,0
Lost Island Lake,5/17/1989,1989,5,CAP,7600
Lost Island Lake,5/18/1989,1989,5,BMB,0
Lost Island Lake,5/18/1989,1989,5,FWD,0
Lost Island Lake,5/18/1989,1989,5,CAP,1100
Lost Island Lake,5/22/1989,1989,5,BMB,150
Lost Island Lake,5/22/1989,1989,5,FWD,100
Lost Island Lake,5/22/1989,1989,5,CAP,3200
East Okoboji Lake,5/23/1989,1989,5,BMB,0
East Okoboji Lake,5/23/1989,1989,5,FWD,0
East Okoboji Lake,5/23/1989,1989,5,CAP,900
Spirit Lake,5/24/1989,1989,5,BMB,0
Spirit Lake,5/24/1989,1989,5,FWD,0
Spirit Lake,5/24/1989,1989,5,CAP,2100
East Okoboji Lake,5/30/1989,1989,5,BMB,0
East Okoboji Lake,5/30/1989,1989,5,FWD,0
East Okoboji Lake,5/30/1989,1989,5,CAP,0
Five Island Lake,10/3/1989,1989,10,BMB,14250
Five Island Lake,10/3/1989,1989,10,FWD,0
Five Island Lake,10/3/1989,1989,10,CAP,50
Five Island Lake,10/4/1989,1989,10,BMB,15
Five Island Lake,10/4/1989,1989,10,FWD,0
Five Island Lake,10/4/1989,1989,10,CAP,52
Five Island Lake,10/5/1989,1989,10,BMB,50
Five Island Lake,10/5/1989,1989,10,FWD,0
Five Island Lake,10/5/1989,1989,10,CAP,4500
Five Island Lake,10/9/1989,1989,10,BMB,70
Five Island Lake,10/9/1989,1989,10,FWD,0
Five Island Lake,10/9/1989,1989,10,CAP,9500
East Okoboji Lake,10/12/1989,1989,10,BMB,0
East Okoboji Lake,10/12/1989,1989,10,FWD,174
East Okoboji Lake,10/12/1989,1989,10,CAP,1236
East Okoboji Lake,10/13/1989,1989,10,BMB,0
East Okoboji Lake,10/13/1989,1989,10,FWD,389
East Okoboji Lake,10/13/1989,1989,10,CAP,888
Lost Island Lake,10/20/1989,1989,10,BMB,0
Lost Island Lake,10/20/1989,1989,10,FWD,0
Lost Island Lake,10/20/1989,1989,10,CAP,0
West Okoboji Lake,10/26/1989,1989,10,BMB,1700
West Okoboji Lake,10/26/1989,1989,10,FWD,0
West Okoboji Lake,10/26/1989,1989,10,CAP,0
West Okoboji Lake,10/27/1989,1989,10,BMB,1340
West Okoboji Lake,10/27/1989,1989,10,FWD,0
West Okoboji Lake,10/27/1989,1989,10,CAP,0
East Okoboji Lake,11/1/1989,1989,11,BMB,0
East Okoboji Lake,11/1/1989,1989,11,FWD,45
East Okoboji Lake,11/1/1989,1989,11,CAP,0
Five Island Lake,11/2/1989,1989,11,BMB,2020
West Okoboji Lake,11/2/1989,1989,11,BMB,0
Five Island Lake,11/2/1989,1989,11,FWD,0
West Okoboji Lake,11/2/1989,1989,11,FWD,30
Five Island Lake,11/2/1989,1989,11,CAP,47000
West Okoboji Lake,11/2/1989,1989,11,CAP,0
Five Island Lake,11/3/1989,1989,11,BMB,25
West Okoboji Lake,11/3/1989,1989,11,BMB,0
Five Island Lake,11/3/1989,1989,11,FWD,0
West Okoboji Lake,11/3/1989,1989,11,FWD,40
Five Island Lake,11/3/1989,1989,11,CAP,17000
West Okoboji Lake,11/3/1989,1989,11,CAP,0
Tuttle Lake,12/26/1989,1989,12,BMB,7300
Tuttle Lake,12/26/1989,1989,12,FWD,0
Tuttle Lake,12/26/1989,1989,12,CAP,990
Tuttle Lake,12/27/1989,1989,12,BMB,5100
Tuttle Lake,12/27/1989,1989,12,FWD,0
Tuttle Lake,12/27/1989,1989,12,CAP,1200
Lost Island Lake,1/8/1990,1990,1,BMB,313
Lost Island Lake,1/8/1990,1990,1,FWD,749
Lost Island Lake,1/8/1990,1990,1,CAP,3050
West Okoboji Lake,1/26/1990,1990,1,BMB,21705
West Okoboji Lake,1/26/1990,1990,1,FWD,450
West Okoboji Lake,1/26/1990,1990,1,CAP,13600
West Okoboji Lake,2/1/1990,1990,2,BMB,15510
West Okoboji Lake,2/1/1990,1990,2,FWD,0
West Okoboji Lake,2/1/1990,1990,2,CAP,9920
Silver Lake (Palo Alto),4/3/1990,1990,4,BMB,5
Silver Lake (Palo Alto),4/3/1990,1990,4,FWD,0
Silver Lake (Palo Alto),4/3/1990,1990,4,CAP,3600
Silver Lake (Palo Alto),4/4/1990,1990,4,BMB,0
Silver Lake (Palo Alto),4/4/1990,1990,4,FWD,0
Silver Lake (Palo Alto),4/4/1990,1990,4,CAP,6400
East Okoboji Lake,4/12/1990,1990,4,BMB,0
East Okoboji Lake,4/12/1990,1990,4,FWD,0
East Okoboji Lake,4/12/1990,1990,4,CAP,10380
East Okoboji Lake,4/14/1990,1990,4,BMB,0
East Okoboji Lake,4/14/1990,1990,4,FWD,94
East Okoboji Lake,4/14/1990,1990,4,CAP,10125
East Okoboji Lake,4/18/1990,1990,4,BMB,0
East Okoboji Lake,4/18/1990,1990,4,FWD,60
East Okoboji Lake,4/18/1990,1990,4,CAP,480
Spirit Lake,4/21/1990,1990,4,BMB,1200
Spirit Lake,4/21/1990,1990,4,FWD,350
Spirit Lake,4/21/1990,1990,4,CAP,14520
Spirit Lake,4/22/1990,1990,4,BMB,0
Spirit Lake,4/22/1990,1990,4,FWD,590
Spirit Lake,4/22/1990,1990,4,CAP,15320
Spirit Lake,4/25/1990,1990,4,BMB,0
Spirit Lake,4/25/1990,1990,4,FWD,450
Spirit Lake,4/25/1990,1990,4,CAP,11650
West Okoboji Lake,4/27/1990,1990,4,BMB,0
West Okoboji Lake,4/27/1990,1990,4,FWD,0
West Okoboji Lake,4/27/1990,1990,4,CAP,250
Spirit Lake,5/3/1990,1990,5,BMB,0
Spirit Lake,5/3/1990,1990,5,FWD,0
Spirit Lake,5/3/1990,1990,5,CAP,50
Lost Island Lake,5/4/1990,1990,5,BMB,0
Lost Island Lake,5/4/1990,1990,5,FWD,0
Lost Island Lake,5/4/1990,1990,5,CAP,700
Lost Island Lake,5/5/1990,1990,5,BMB,0
Lost Island Lake,5/5/1990,1990,5,FWD,50
Lost Island Lake,5/5/1990,1990,5,CAP,7400
Lost Island Lake,5/12/1990,1990,5,BMB,0
Lost Island Lake,5/12/1990,1990,5,FWD,250
Lost Island Lake,5/12/1990,1990,5,CAP,6200
East Okoboji Lake,5/19/1990,1990,5,BMB,270
East Okoboji Lake,5/19/1990,1990,5,FWD,550
East Okoboji Lake,5/19/1990,1990,5,CAP,1875
East Okoboji Lake,5/20/1990,1990,5,BMB,200
East Okoboji Lake,5/20/1990,1990,5,FWD,450
East Okoboji Lake,5/20/1990,1990,5,CAP,5125
East Okoboji Lake,5/21/1990,1990,5,BMB,550
East Okoboji Lake,5/21/1990,1990,5,FWD,270
East Okoboji Lake,5/21/1990,1990,5,CAP,7000
East Okoboji Lake,5/22/1990,1990,5,BMB,1050
East Okoboji Lake,5/22/1990,1990,5,FWD,500
East Okoboji Lake,5/22/1990,1990,5,CAP,7500
East Okoboji Lake,5/23/1990,1990,5,BMB,1100
East Okoboji Lake,5/23/1990,1990,5,FWD,390
East Okoboji Lake,5/23/1990,1990,5,CAP,8900
East Okoboji Lake,5/24/1990,1990,5,BMB,400
East Okoboji Lake,5/24/1990,1990,5,FWD,0
East Okoboji Lake,5/24/1990,1990,5,CAP,3100
Spirit Lake,5/25/1990,1990,5,BMB,2100
Spirit Lake,5/25/1990,1990,5,FWD,0
Spirit Lake,5/25/1990,1990,5,CAP,8700
Five Island Lake,9/19/1990,1990,9,BMB,150
Five Island Lake,9/19/1990,1990,9,FWD,0
Five Island Lake,9/19/1990,1990,9,CAP,22100
Five Island Lake,9/20/1990,1990,9,BMB,8000
Five Island Lake,9/20/1990,1990,9,FWD,0
Five Island Lake,9/20/1990,1990,9,CAP,100
Silver Lake (Dickinson),9/21/1990,1990,9,BMB,12000
Silver Lake (Dickinson),9/21/1990,1990,9,FWD,250
Silver Lake (Dickinson),9/21/1990,1990,9,CAP,3000
Silver Lake (Dickinson),9/23/1990,1990,9,BMB,150
Silver Lake (Dickinson),9/23/1990,1990,9,FWD,10
Silver Lake (Dickinson),9/23/1990,1990,9,CAP,150
Silver Lake (Dickinson),9/27/1990,1990,9,BMB,0
Silver Lake (Dickinson),9/27/1990,1990,9,FWD,0
Silver Lake (Dickinson),9/27/1990,1990,9,CAP,500
Silver Lake (Dickinson),9/29/1990,1990,9,BMB,150
Silver Lake (Dickinson),9/29/1990,1990,9,FWD,30
Silver Lake (Dickinson),9/29/1990,1990,9,CAP,450
High Lake,10/1/1990,1990,10,BMB,0
High Lake,10/1/1990,1990,10,FWD,0
High Lake,10/1/1990,1990,10,CAP,11340
High Lake,10/2/1990,1990,10,BMB,19000
High Lake,10/2/1990,1990,10,FWD,0
High Lake,10/2/1990,1990,10,CAP,315
Silver Lake (Dickinson),10/4/1990,1990,10,BMB,250
Silver Lake (Dickinson),10/4/1990,1990,10,FWD,40
Silver Lake (Dickinson),10/4/1990,1990,10,CAP,600
High Lake,10/9/1990,1990,10,BMB,12500
High Lake,10/9/1990,1990,10,FWD,0
High Lake,10/9/1990,1990,10,CAP,27000
High Lake,10/10/1990,1990,10,BMB,2800
High Lake,10/10/1990,1990,10,FWD,0
High Lake,10/10/1990,1990,10,CAP,13500
High Lake,10/12/1990,1990,10,BMB,9900
Silver Lake (Dickinson),10/12/1990,1990,10,BMB,1700
High Lake,10/12/1990,1990,10,FWD,0
Silver Lake (Dickinson),10/12/1990,1990,10,FWD,50
High Lake,10/12/1990,1990,10,CAP,8400
Silver Lake (Dickinson),10/12/1990,1990,10,CAP,4500
