Sample ID,Lake ID,Round,Lake Name,Sampling Date & Time,Year,Total Alkalinity (mg/L as CaCO3),Chlorophyll a (free of pheophytin) (µg/L),Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L),Involatile (Inorganic) Suspended Solids (mg/L),TN (mg/L),Total Phosphorus as P (µg/L),Soluble Reactive Phosphorus as P (µg/L),NO3+NO2 as N (Cadmium-reduced) (mg/L),Lake Depth at Sampling Site (m),Secchi Transparency at Sampling Site (m),Epilimnetic Average Temperature (°C),Epilimnetic Average pH,Epilimnetic Average Dissolved Oxygen (% Saturation),Epilimnetic Average Dissolved Oxygen (mg/L),Epilimnetic Average Specific Conductivity (uS/cm),Epilimnetic Average Total Dissolved Solids (g/L),Epilimnetic Average Turbidity (NTU),Phytoplankton Total Biomass (mg/L),Zooplankton Total Biomass (µg/L),Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Haptophyta,Alona,Anuraeopsis,Ascomorpha,Asplanchna,Asplanchnopus,Bosmina,Brachionus,Calanoida,Ceriodaphnia,Chydorus,Collotheca,Conochilus (Individual),Coulrella,Cyclopoida,Daphnia,Daphnia lumholtzi,Diaphanosoma,Disparalona,Euchlanis,Filinia,Gastropus,Hexarthra ,Kellicottia,Keratella cochlearis,Keratella quadrata,Lecane,Lepadella,Leptodora,Macrochaetus,Moina,Monostyla,Mytilina,Nauplii,Notholca,Platyias,Pleuroxus,Polyarthra,Pompholyx,Proales,Pseudochydorus,Synchaeta,Testudinella,Trichocerca
2000199008,119,2,(119) Twelve Mile Creek Lake (Union ) ,7/17/2000 17:00,,108,11.3,14,10,4,1.27,,,0.06,10.1,0.85,27.7,8.7,127,10,276,,16,25.4728,49.54491,0.09079,,,0.74054,7.61765,17.02382,,,,,,,,,,4.053657,,,,,,30.517796,7.382936,,,,,,,,,0.048574,,,,,,,,,7.484405,,,,0.057542,,,,,,
2000221012,119,3,(119) Twelve Mile Creek Lake (Union ) ,8/8/2000 12:30,,112,3.7,4,2,2,1.29,,,0.06,10.1,1.85,25.1,7.6,55,4.6,301,,7,1.91263,43.525464,0.00084,,,0.0514,1.2336,0.62679,,,,,,,,,,3.989532,,,,,,14.05229,19.761979,,,,,,,,,0.02293,,,,,,,,,5.682297,,,,0.016436,,,,,,
2001141009,119,1,(119) Twelve Mile Creek Lake (Union ) ,5/21/2001 17:00,,57,257.4,14,3,11,2.87,59,,2,10.1,1,19.1,7.9,75,6.9,280,,13,0.23456,85.28022,0.00413,0.12891,,,0.10152,,,,,,,0.896136,,8.127269,,52.240358,,,,,,5.196444,7.538856,,,,,,,,,0.164304,,,,,,,,,11.036674,,,,0.080179,,,,,,
2001169007,119,2,(119) Twelve Mile Creek Lake (Union ) ,6/18/2001 0:00,,116,,5,3,2,3.13,88,,2,10.5,1.6,20.8,8.5,78,7,291,,6,4.80652,259.620817,0.56271,0.50252,,2.79442,0.94687,,,,,,,,,2.031873,,17.877307,,,,,,34.414068,137.766161,,,,,,,,,1.101889,,,,,,,,,64.672322,,,,1.757197,,,,,,
2001204011,119,3,(119) Twelve Mile Creek Lake (Union ) ,7/23/2001 0:00,,103,13.3,3,2,0.5,1.92,26,,1.02,10.8,1.6,28.2,9.1,134,10.4,282,,9,15.04265,78.404749,0.19204,,,0.17923,14.67138,,,,,,,,,,0.033861,11.469082,,,,,,52.338425,3.800361,,,,,,,,,0.018034,,,,,,,,,10.56797,,,,0.177016,,,,,,
2002148011,119,1,(119) Twelve Mile Creek Lake (Union ) ,5/28/2002 15:40,,121,2.7,3,3,0.5,1.9,66,11,0.65,10.7,2.3,16.7,8,83,8.1,316,,2,133.103,85.981614,2.29719,,,,130.80581,,,,,,,,,,,17.723559,,,,,,0.289354,60.086377,,,,,,,,,0.095977,,,,,,,,,7.786347,,,,,,,,,,
2002175011,119,2,(119) Twelve Mile Creek Lake (Union ) ,6/24/2002 13:15,,126,38.1,3,,,1.38,38,0.5,0.49,10.7,1,23.5,8.6,105,9,321,,13,9.13623,134.792116,0.49063,0.04839,,,8.59721,,,,,,,,,,,93.134439,,,,0.000557,,7.171393,24.240603,,,,,,,,,0.023574,,,,,,,,,10.22155,,,,,,,,,,
2002210011,119,3,(119) Twelve Mile Creek Lake (Union ) ,7/29/2002 0:00,,106,29,8,5,4,0.73,48,0.5,0.13,9.8,1.35,27.5,8.3,102,8,274,,14,13.33507,143.514314,0.00552,0.11585,,0.04597,13.16773,,,,,,,,,0.620071,,45.964185,,,,,,3.245243,88.107146,,,,,,,,,,,,,,,,,,5.577669,,,,,,,,,,
2003147009,119,1,(119) Twelve Mile Creek Lake (Union ) ,5/27/2003 0:00,,95,22.4,13,11,2,2,50,0.5,0.68,10.1,0.75,20.6,9.3,141,12.7,321,,37,50.22626,470.334035,0.05755,,,0.07673,50.09198,,,,,,,1.266297,,,,61.858731,,,,,,41.369442,353.364927,,,,,,,,,0.235142,,,,,,,,,12.239496,,,,,,,,,,
2003174008,119,2,(119) Twelve Mile Creek Lake (Union ) ,6/23/2003 11:30,,83,8.4,6,3,3,1.24,30,0.5,0.41,10.6,1.55,21.4,7.9,73,6.4,325,,11,5.24158,284.854888,,0.00489,,0.04401,5.1829,,0.00978,,,,,,,,,79.90819,,,,,,,200.603698,,,,,,,,,0.001607,,,,,,,,,4.341393,,,,,,,,,,
2003209009,119,3,(119) Twelve Mile Creek Lake (Union ) ,7/28/2003 13:40,,80,13.8,12,7,5,1.28,55,2,0.06,9.9,0.7,26.1,8.6,,,317,,24,18.64056,122.232484,0.09159,,,0.13428,18.41469,,,,,,,,,,,68.992118,,,,0.00093,,0.981952,46.859488,,,,,,,,,0.00157,,,,,,,,,5.388742,,,,,0.007684,,,,,
2004145007,119,1,(119) Twelve Mile Creek Lake (Union ) ,5/24/2004 10:00,,118,8.7,7,4,3,2.09,31,2,1.37,11,1.55,20.3,8.3,94,8.5,297,,10,12.54913,114.319041,0.06523,0.09997,,0.01833,12.3656,,,,,,,0.360558,,0.380642,,37.363051,,,,0.000163,,1.021131,48.638309,,,,,,,,,0.195505,1.042607,,,,,,,,25.245434,,,,0.071641,,,,,,
2004173011,119,2,(119) Twelve Mile Creek Lake (Union ) ,6/21/2004 14:30,,114,40.3,8,6,2,2.56,39,0.5,1.66,10.1,0.85,22.8,8.7,91,7.8,337,,16,34.0534,48.200296,,0.77029,,,33.28311,,,,,,,,,,,14.795935,,,,,,16.387788,9.560476,,,,,,,,,0.031024,,,,,,,,,7.130374,,,,0.294699,,,,,,
2004209010,119,3,(119) Twelve Mile Creek Lake (Union ) ,7/27/2004 8:30,,113,24.9,9,6,3,2.04,30,0.5,0.74,10.1,1.2,23.9,8.4,75,6.3,304,,15,14.78349,53.96758,0.04849,0.0656,,0.0057,14.6637,,,,,,,,,,,27.549906,,,,,,7.149052,9.983379,,,,,,,,,,,,,,,,,,9.285243,,,,,,,,,,
2005151022,119,1,(119) Twelve Mile Creek Lake (Union ) ,5/31/2005 13:15,,,4.4,11,5,6,2.4,34,,,11.5,1.15,18.1,7.9,75,7.1,354,,315,4.95026,23.589396,2.69931,0.02187,,0.00723,2.22185,,,,,,,0.014563,,,0.002891,13.176647,,,,,,,8.016126,,,,,,,,,0.008316,,,,,,,,,2.363487,,,,0.007366,,,,,,
2009159030,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/8/2009 16:25,,131,3,5.5,4,2,2.33,83,41.1,1.12,9.3,2.5,20.8,8.3,90.1,8.1,310,,3.1,372.26978,54.051513,0.26406,0.01304,,,371.99268,,,,,,,,,,,12.026346,,,,,,1.004536,39.460291,,,,,,,,,,,,,,,,,,1.56034,,,,,,,,,,
2009194043,119,2,(119) Twelve Mile Creek Lake (Union ) ,7/13/2009 15:03,,113,14,6.4,4,2,0.99,56,14.8,0.25,11.6,1.4,24,8.9,113.5,9.5,260,,6.8,756.28446,68.123909,0.04836,0.00607,,,756.22136,,0.00867,,,,,,,,,6.375061,,0.067518,,,,2.277127,56.893316,,,,,,,,,0.005065,,,,,,,,,2.505822,,,,,,,,,,
2009218056,119,3,(119) Twelve Mile Creek Lake (Union ) ,8/6/2009 12:26,,103,20,11.9,9.2,2,1.09,110.2,34.7,0.25,11.4,0.6,23.8,9.5,62.1,5.2,240,,12.7,3365.5326,51.303269,0.35887,,0.43342,0.06241,3364.6779,,,,,,,,,,,33.218789,,,,,,,17.533643,,,,,,,,,0.004299,,,,,,,,,0.546538,,,,,,,,,,
2010165007,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/14/2010 10:24,,106,3,2.5,4.5,4.5,3.37,71.6,36.8,1,11.4,2.5,23.3,7.9,59.8,5.1,280,,3.6,3.454816424,181.323,,0.012573828,,0.243366441,3.17765782,,0.021218335,,,,,,,,,11.555,,,,,,9.213,155.753,,,,,,,,,,,,,,,,,,4.802,,,,,,,,,,
2010214007,119,2,(119) Twelve Mile Creek Lake (Union ) ,8/2/2010 9:46,,86,37,13.2,9.2,2,1.03,113.5,4,0.25,11,0.7,27.2,8.4,73.4,5.8,220,,12.7,84.78591456,256.4793235,2.277222921,0.077538631,,0.326308404,82.02084442,,0.084000183,,,,,,,0.517993137,0.097259603,137.7326427,3.931439206,10.27081259,,0.871164267,,78.71435604,19.2814393,,,,,0.136321969,,,,0.181690407,,,,,,,,,4.433078996,,,,0.240370716,0.023322921,,,,,0.047431661
2010258006,119,3,(119) Twelve Mile Creek Lake (Union ) ,9/15/2010 9:40,,112,36,7.6,4.5,2,0.25,65.1,4,0.25,10.4,0.7,21.1,8.2,88.9,7.9,240,,8.4,39.50123162,25.31991929,3.807411238,0.613967872,0.021189258,0.287232164,34.56189287,,0.209538218,,,,,,,0.225474308,0.031749773,16.24693581,3.170119634,,,,,0.293377133,0.715815324,,,,,0.011222369,,0.006422517,,0.486448166,,,,,,,,,2.422467919,,,,1.61093967,,,,0.089394065,,0.009552599
2011164026,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/13/2011 13:41,,112,34,7.8,4,2.5,2.57,30.5,5.5,2.57,10.7,1,21.7,8.8,107.9,9.5,270,0.2,9.6,17.53326214,55.42206483,4.066566007,0.014895846,,0.068095297,13.38370499,,,,,,,0.068039182,,,,4.871560634,,,,,,3.378819442,41.13334205,,,,,,,,,0.532759266,,,,,,,,,4.324563737,,,,1.112980518,,,,,,
2011213012,119,2,(119) Twelve Mile Creek Lake (Union ) ,8/1/2011 9:37,,71,52,26.7,16.7,10,0.97,89,5.5,0.2,10.5,0.5,29,9.2,123.2,9.5,180,0.1,36.1,73.7992929,423.2857073,,0.040019193,,0.022568408,73.72165969,,0.015045605,,,,,,,1.124219319,,126.5840287,,205.1053315,,,,24.8655176,63.96195174,,,,,,,,,,,,,,,,,,1.571134634,,,,,0.073523799,,,,,
2011255013,119,3,(119) Twelve Mile Creek Lake (Union ) ,9/12/2011 9:30,,71,17,3,4,2.5,0.25,63.3,5.5,0.2,10.7,1.4,22.9,8.6,84,7.2,220,0.1,5.2,3.99738139,85.7040906,,,,0.118832007,3.878549383,,,,,,,,,,,6.297520549,,5.404157016,,,,0.452188558,69.07892455,,,,,,,,,0.607078536,,0.02300174,,,,,,,3.84121965,,,,,,,,,,
2012163034,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/11/2012 11:55,,121,4,7.6,4.6,3,1.21,45.6,5,0.26,10.5,2.1,22.8,8.1,81.9,7.1,190,0.3,2.4,13.62087867,195.4075694,0.014094209,0.609574548,,0.556721263,12.23377358,,0.206715068,,,,,,,,,14.9286643,,11.09050931,,,,8.53847338,157.3474228,,,,,,,,,0.10118306,,,,,,,,,3.280817403,,,,,0.066422429,,,,,0.054076742
2012212018,119,2,(119) Twelve Mile Creek Lake (Union ) ,7/30/2012 12:03,,92,140,20,15.5,4.5,2.16,94.6,5,0.03,10.5,0.5,27.4,8.4,113.3,8.9,170,0.3,21.5,96.20973719,13.7999399,2.352685285,0.671442767,,0.713913964,92.31522088,0.08801679,0.068457503,,,,,,,1.791521228,0.025297291,,,,,,,,7.248791683,,,,,0.013787108,,,,0.006581362,,,,,,,0.15879643,,1.468407097,,,,1.359144652,,,,,,1.727613052
2012256028,119,3,(119) Twelve Mile Creek Lake (Union ) ,9/12/2012 8:32,,102,56,13.2,12.8,1,1.74,222.9,85,0.07,10.3,0.6,21.6,7.7,53.4,4.7,150,0.2,14,67.95215163,19.47933832,4.542311473,1.757472629,0.072441803,4.987889759,55.44768187,,1.144354099,,,,,,,,0.020111005,6.750996822,4.758858429,,,0.010696779,,3.443609934,,,,,,,,,,0.00718899,,,,,,,,,4.162680047,,,,0.186231024,,,,0.074325581,,0.064639706
2013161011,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/10/2013 11:11,,116,3,1.4,1.2,1.6,2.2,47.3,7,1.69,10.4,2.4,19,8.1,99.6,9.2,300,0.2,5.2,7.838808189,36.42183208,1.500246148,0.497593174,,2.157426225,3.532850025,,0.150692617,,,,,0.004312179,,,,6.706360563,,,,0.117793426,,3.504150429,19.70781029,,,,,,,,,0.201913013,,,,,,,,,6.179492183,,,,,,,,,,
2013210012,119,2,(119) Twelve Mile Creek Lake (Union ) ,7/29/2013 10:23,,88,101,12.8,10.5,1.6,1.94,79.5,7,0.07,11,0.7,24.5,8.8,104.8,8.7,240,0.2,14.4,72.26582688,0.057292973,0.325988111,0.204285883,,4.76238205,66.25165048,,,0.721520353,,,,,,0.003253925,0.003285001,,,,,0.001837285,,0.013093851,,,,,,,,,,0.002648515,,,,,,,,,0.019642161,,,,0.005960608,0.00086233,,,,,0.006709297
2013252007,119,3,(119) Twelve Mile Creek Lake (Union ) ,9/9/2013 13:32,,93,17,9,8,1.6,1.97,194.8,88.1,0.07,10.1,1,24.3,8.4,26.8,2.2,260,0.2,4.3,7.441177514,46.64711256,0.02821051,0.059427494,,0.239789332,5.604487913,1.509262265,,,,,,,,,,4.970768812,19.65126067,,,,,3.357517488,14.43509843,,,,,,,,,0.03913606,,,,,,,,,4.193331101,,,,,,,,,,
2014167012,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/16/2014 10:18,,116,21.1,5.4,2.6,2.8,0.93,90.5,2.8,0.35,11.1,1.5,21.4,8.2,97.5,8.6,310,0.2,3.3,23.35067319,27.13190951,9.27763101,0.057906852,,0.155183301,13.79913218,,0.060555031,0.000264818,,,,,,,,6.807709839,,,,0.151867553,,7.009391768,8.679455011,,,,,,,,,0.113966309,0.344224812,,,,,,,,4.025294215,,0,,,,,,,,
2014216011,119,2,(119) Twelve Mile Creek Lake (Union ) ,8/4/2014 10:34,,99,10.3,4.8,3.4,1.1,1.73,131.8,37.9,0.03,10.4,1.8,24.1,7.8,30.6,2.5,260,0.2,2.2,4.062772066,502.7144855,,0.004465312,,0.026461106,4.017622804,,0.013230553,0.000992291,,,,,,0.114516707,,9.995772884,0.856216676,,,,,9.472285981,481.823124,,,,,,,,,0.04364095,,,,,,,,,0.384560176,,0,,,0.024368165,,,,,
2014257012,119,3,(119) Twelve Mile Creek Lake (Union ) ,9/14/2014 10:19,,92,7.9,10.2,5.4,4.8,1.6,261.2,213.2,0.4,10.7,0.6,18.7,7.6,39.9,3.7,230,0.2,14.5,9.073594637,117.2181928,0.743608719,0.104311245,,,8.225674673,,,,,,,,,,,27.91442554,,,,,,0.423613439,87.80976633,,,,,,,,,0.084839633,,,,,,,,,0.910682348,,0,,0.071092767,0.003772705,,,,,
2015166011,119,1,(119) Twelve Mile Creek Lake (Union ) ,6/15/2015 9:56,,120,20.1,5.4,3.6,1.7,2.02,26.2,2.2,0.92,11,2.7,22.8,8.9,130.5,11.2,280,0.2,3.2,45.44937556,264.1484937,3.034630692,0.035858066,,0.119912456,42.20268104,,0.048196325,0.008096983,,,,1.709652209,,1.757748353,,43.46926531,,7.678934847,,0.181696134,,3.717064327,194.7002625,,,,,,,,,0.344749863,,,,,,,,,9.143624119,,,,0.060799865,,,,,,1.38469614
2015215013,119,2,(119) Twelve Mile Creek Lake (Union ) ,8/3/2015 9:52,,88,54.4,9.7,8,1.7,1.23,112.1,12,0.03,11.4,0.7,25.9,8.8,100.7,8.18,220,0.14,14.2,34.31957383,70.82151833,5.028725648,0.545923885,,4.427460373,23.854577,,0.441685991,0.021200928,,,,,,,,25.18254227,,8.876728734,,0.0048982,,12.09895681,14.90057973,,,,,,,,,0.255705633,,,,,,,0.674141695,,8.590365813,,,,0.10795952,0.129639926,,,,,
2015256011,119,3,(119) Twelve Mile Creek Lake (Union ) ,9/13/2015 10:12,,90,58.2,11.5,0.12,11.37,1.33,123.1,35.3,0.07,10.7,0.9,21.8,8.4,82,7.13,220,0.14,8.1,26.35621701,46.64809247,8.474803569,0.86159265,0.042089296,1.176024451,15.77942447,,,0.022282569,,,0.021094347,,,,,17.12135006,,,,,,0.404825317,25.23374601,,,,,0.227030859,,,,0.155317607,,,,,,,,,2.916834885,,,,0.104423504,0.094538358,,,,,0.36893152
2000189007,120,1,(120) Union Grove Lake (Tama ) ,7/7/2000 12:45,,149,87.2,42,14,28,3.44,,,2.38,3.8,0.38,24.5,8.4,32,2.7,471,,15,3.13914,,0.36335,0.05529,,,1.40401,1.31649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000215005,120,2,(120) Union Grove Lake (Tama ) ,8/2/2000 12:00,,105,31.8,40,21,20,4.54,,,2.89,4,0.37,26.3,9.3,229,18.5,255,,62,56.89256,23.444631,0.07112,0.13541,,0.10669,5.27827,51.29184,0.00923,,,,,,,,,3.401651,,,,,,10.07571,8.553928,,,,,,,,,0.005088,,,,,,,,,1.40148,,,,,,,,,,0.006774
2000249003,120,3,(120) Union Grove Lake (Tama ) ,9/5/2000 10:00,,114,8.5,9,3,6,0.98,,,0.06,3.7,1.03,24.2,9.2,94,7.9,208,,0,235.55219,18.234294,,0.00672,,0.03062,235.51485,,,,,,,,,,,,,,,,,6.824622,10.324275,,,,,0.01845,,,,0.00281,,,,,,,,,1.064137,,,,,,,,,,
2001158008,120,1,(120) Union Grove Lake (Tama ) ,6/7/2001 12:30,,165,14.7,18,3,14,12.45,51,,11.69,4.3,1,15.8,8.7,,,398,,12,1.01122,59.677945,,0.05405,,0.09978,0.85739,,,,,,,,,0.586938,,6.135607,,,,,,16.690306,22.119392,,,,,,,,,0.254196,,,,,,,,,12.424841,,,,1.466665,,,,,,
2001193007,120,2,(120) Union Grove Lake (Tama ) ,7/12/2001 13:00,,156,11.4,14,6,8,8.4,81,,6.84,4,0.95,27.3,8.5,81,6.4,315,,19,3.74931,82.960526,,3.5089,,0.00407,0.23634,,,,,,,0.673618,,,0.871507,47.821755,,,,,,,31.014006,,,,,0.112556,,,,0.751844,,0.055267,,,,,,,1.659973,,,,,,,,,,
2001221004,120,3,(120) Union Grove Lake (Tama ) ,8/9/2001 12:00,,120,44.8,17,10,7,4.27,185,,1.23,3.8,0.6,30,9.1,102,7.7,278,,33,8.10225,34.812484,0.54072,0.16601,,5.63579,0.09961,1.66012,,,,,,,,,23.057157,,,,,,,2.867135,,,,,,6.177406,,,,0.037098,,,,,,,,,2.606514,,,,0.067174,,,,,,
2002164007,120,1,(120) Union Grove Lake (Tama ) ,6/13/2002 0:00,,157,32.9,19,6,13,2.31,73,0.5,1.79,4.3,0.45,24.8,8.6,107,8.8,493,,227,236.95098,6.535192,1.03876,0.03807,,0.00675,234.16619,1.70121,,,,,,,,,0.176569,,,,,,,,3.591843,,,,,,,,,2.566714,,,,,,,,,,,,,,,,,,,0.200066
2002198011,120,2,(120) Union Grove Lake (Tama ) ,7/17/2002 16:30,,125,57.3,22,11,12,3.83,152,2,2.68,3.8,0.4,26.8,8.3,78,6.2,339,,25,517.27424,984.694368,2.51426,3.05258,,0.01245,444.16888,67.52607,,,,,,,,219.582203,1.744099,357.284059,,,,,,124.804951,241.894363,,,,,0.232358,,,,2.799835,,,,,,,,,31.162919,,,,,,,,,,5.189581
2002226007,120,3,(120) Union Grove Lake (Tama ) ,8/14/2002 0:00,,108,61.8,33,13,19,1.12,187,79,0.14,3,0.3,24.4,9.1,90,7.5,273,,47,1129.48496,419.262735,0.03056,,,0.02173,1123.27421,6.15846,,,,,,,,74.009772,0.07678,,,,,,,13.573661,327.027518,,,,,1.784062,,,,1.555493,,0.076621,,,,,,,1.158828,,,,,,,,,,
2003162009,120,1,(120) Union Grove Lake (Tama ) ,6/11/2003 0:00,,120,25.5,17,10,7,8.39,53,0.5,7.41,3.8,0.88,20.8,8.6,134,12,438,,18,41.49444,135.485986,1.05365,0.85072,,0.36674,39.22333,,,,,,,,,,,41.410055,,,,,,,74.411521,,,,,,,,,0.624897,0.358243,0.039417,,,,,,,18.641853,,,,,,,,,,
2003198007,120,2,(120) Union Grove Lake (Tama ) ,7/17/2003 12:30,,112,15.6,19,9,9,4.95,62,0.5,4.13,3,0.8,26.7,8.7,172,13.8,404,,16,42.19513,388.627111,0.16584,0.68991,,0.19246,19.73377,21.3437,0.06945,,,,,,,,0.168864,117.862139,,,,,,13.208312,241.141403,,,,,0.161846,,,0.034091,0.440779,,,,,,,,,13.12882,,,,2.146473,,,,,,0.334384
2003226006,120,3,(120) Union Grove Lake (Tama ) ,8/14/2003 11:00,,115,37.5,21,4,17,2.07,82,2,1.13,3.5,0.55,25.8,8.2,112,9.1,416,,29,175.59531,77.213773,,0.28051,,0.03617,175.10749,,0.17114,,,,,,,3.577696,,20.621511,,,,,,25.791295,17.278294,,,,,,,,0.01198,0.026866,,,,,,,,,9.711657,,,,0.194474,,,,,,
2004161006,120,1,(120) Union Grove Lake (Tama ) ,6/9/2004 11:00,,139,72.3,14,6,8,2.58,64,7,1.16,3.9,0.7,23.1,8.8,120,10.3,451,,28,42.385,331.28876,3.1202,0.64009,,0.41075,38.21396,,,,,,,76.183615,,,,179.889379,,,,,,30.921892,17.14198,,,,,,,,,3.222391,,,,,,,,,22.826924,,,,1.017772,0.084807,,,,,
2004197007,120,2,(120) Union Grove Lake (Tama ) ,7/15/2004 12:00,,177,39.3,11,9,2,4.97,71,0.5,3.99,3.7,0.8,26.4,8.5,160,12.9,421,,10,13.51646,247.483474,0.06638,0.45923,,1.63028,6.75268,4.50806,0.09983,,,,,,,,0.9004,26.973847,,,,0.000261,,47.780805,130.915912,,,,,,,,,0.367157,,,,,,,,,38.936073,,,,,1.609019,,,,,
2004224013,120,3,(120) Union Grove Lake (Tama ) ,8/11/2004 16:30,,176,71.5,35,14,21,2.35,163,6,0.97,3.7,0.35,21.5,8.3,97,8.6,688,,119,62.63565,69.13498,2.29131,0.0782,,0.07676,34.39266,25.79168,0.00504,,,,,,,,,29.161033,,,,,,4.306895,20.383329,,,,,,,,,1.144421,,,,,,,,,13.807374,,,,,0.331928,,,,,
2005167016,120,1,(120) Union Grove Lake (Tama ) ,6/16/2005 10:30,,176,59.1,22,7,15,4.89,70,0.5,4.02,4.2,0.6,22.4,8.5,101,8.8,432,,26,17.43513,153.049888,2.31259,1.69835,,0.82576,8.51648,2.38552,1.69643,,,,,,,,0.067447,84.537704,,,,,,,59.425314,,,,,,,,0.064278,0.286138,,,,,,,,,8.669007,,,,,,,,,,
2005201016,120,2,(120) Union Grove Lake (Tama ) ,7/20/2005 10:30,,142,126.4,19,9,9,5.5,71,,4.42,3.6,0.6,26.7,8.3,99,7.9,395,,20,20.85842,171.959097,2.1814,0.06305,,2.58183,16.03214,,,,,,,,,,,5.655492,,,,,,54.810414,103.677102,,,,,0.08438,,,,0.251424,,,,,,,,,6.692432,,,,0.037115,0.704281,,,,,0.046457
2005221016,120,3,(120) Union Grove Lake (Tama ) ,8/9/2005 16:00,,128,230.9,21,16,5,2.23,126,3,0.87,3.6,0.4,29,9.4,286,22,299,,37,150.20072,339.156915,0.62572,3.96029,,0.85883,123.40165,21.02297,0.33126,,,,,,,24.197596,,41.419357,,,,,,58.90555,188.534757,,,,,,,,,1.407444,,,,,,,,,3.278537,,,,0.512837,15.274468,,,,,5.626369
2006165021,120,1,(120) Union Grove Lake (Tama ) ,6/14/2006 13:04,,155,20.1,9,4,4,4.81,41,0.5,3.78,3.7,1.25,19.1,8.7,85,7.9,390,,12,7.32997,61.063434,0.93546,0.37737,,0.09375,5.43868,0.48471,,,,,0.017734,,,2.391539,,40.154787,,,,,,14.587541,,,,,,,,,,0.073527,,,,,,,,,3.454269,,,,,0.290214,,,,,0.093823
2006200006,120,2,(120) Union Grove Lake (Tama ) ,7/19/2006 11:50,,123,124.2,26,15,10,1.97,163,0.5,0.06,3.5,0.32,26.5,8.9,73,5.9,321,,53,60.20648,107.47913,0.82149,0.22616,,0.16625,58.57267,,0.41991,,,,,,,25.565274,,15.205605,,,,,,51.49688,0.703906,,,,,0.064209,,,,0.051149,,,,,,,,,14.329005,,,,,0.063102,,,,,
2006228010,120,3,(120) Union Grove Lake (Tama ) ,8/16/2006 17:00,,134,92.3,24,14,11,1.68,242,103,0.06,3.6,0.37,25.1,9.4,111,9.2,314,,40,82.63656,,0.25656,,,,82.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007163024,120,1,(120) Union Grove Lake (Tama ) ,6/12/2007 18:45,,159,30,17,9,8,10.71,28,2.5,9.81,3.7,0.8,24.3,8.5,182,15.2,443,,17,30.06943,104.076792,16.32591,0.4709,,,12.60971,,0.66291,,,,,,,,,,,,,,,12.88805,71.034284,,,,,,,,,6.756317,,,,,,,,,12.976932,,,,,0.421209,,,,,
2007199007,120,2,(120) Union Grove Lake (Tama ) ,7/18/2007 14:10,,128,79.7,9,3,4,4.94,121,2.5,4.18,3.6,0.47,27.6,9.1,206,16.3,334,,21,99.19379,28.345421,11.64275,1.84977,,,83.9754,1.72587,,,,,0.206667,,,,,,,,,,,8.105548,1.169349,,,,,,,,,0.361626,,,,,,,,,17.607431,,,,,,,,,,0.8948
2007221005,120,3,(120) Union Grove Lake (Tama ) ,8/9/2007 14:00,,109,200.3,19,14,5,2.48,179,2.5,0.29,3.7,0.35,28.6,9.2,182,14.1,257,,26,663.35748,199.480364,7.00866,0.55761,,,655.79121,,,,,,,,,,0.053656,9.601938,,,,,,152.77406,15.544882,,,,,,,,,0.0439,,,,,,,0.138538,,21.32339,,,,,,,,,,
2009173036,120,1,(120) Union Grove Lake (Tama ) ,6/22/2009 8:55,,168,5,10.5,4,7.3,10.25,82.9,38.3,4.88,3.8,1.1,24.4,8.1,86.1,7.2,410,,7.4,24.8142,91.211372,1.89732,0.57896,,0.51637,21.75114,,0.07041,,,,0.02297,6.416862,,29.927133,,,,,,,,4.999887,43.860886,,,,,,,,,0.071281,,,,,,,,,5.867881,,,,0.044472,,,,,,
2009208018,120,2,(120) Union Grove Lake (Tama ) ,7/27/2009 8:47,,167,93,16.3,12.6,2,6.06,90.7,4.5,2.34,3.7,0.6,24,8.5,102.5,8.6,400,,13.1,13305.38476,156.01118,16.58482,0.3442,0.01502,4.19023,13261.24738,22.95805,0.04506,,,,,,,,,38.594976,,,,,,71.940622,25.127621,,,,,,,,,0.662525,,,,,,,,,19.050535,,,,0.634901,,,,,,
2009230036,120,3,(120) Union Grove Lake (Tama ) ,8/18/2009 15:53,,136,112,24.5,15.1,9.5,1.47,138.2,4.5,0.25,3.7,0.4,25.7,9.3,170.4,13.9,330,,20.8,86.39931,248.750041,18.56414,0.12452,,2.65501,45.21564,19.82913,0.01087,,,,,,,,0.485483,,,,,,,155.366706,73.548286,,,,,,,,,0.094101,,,,,,,,,19.255465,,,,,,,,,,
