Sample ID,Lake ID,Sample Date,Division,Genus,Zooplankton_Biomass (ug/L),Flag,Sample Processed Date,Sample Processed By
A19110224015,110,8/12/2019,Copepoda,Nauplii,3.029869505,,9/5/2019,Brittany Howes
A19110266003,110,9/23/2019,Cladocera,Bosmina,235.3823485,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Copepoda,Calanoida,10.37683425,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Cladocera,Ceriodaphnia,35.52397883,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Copepoda,Cyclopoida,1038.024398,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Cladocera,Daphnia,351.0417944,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Rotifera,Filinia,0.87801441,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Rotifera,Keratella.cochlearis,0.988383494,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Copepoda,Nauplii,65.55065412,,12/13/2019,Karianna Fiebelkorn
A19110266003,110,9/23/2019,Rotifera,Polyarthra,1.012644299,,12/13/2019,Karianna Fiebelkorn
A19111143002,111,5/23/2019,Rotifera,Asplanchna,0.877148037,,6/1/2019,Brittany Howes
A19111143002,111,5/23/2019,Copepoda,Cyclopoida,2.706575891,,6/1/2019,Brittany Howes
A19111143002,111,5/23/2019,Rotifera,Keratella.cochlearis,0.169001258,,6/1/2019,Brittany Howes
A19111143002,111,5/23/2019,Copepoda,Nauplii,3.299732689,,6/1/2019,Brittany Howes
A19111143002,111,5/23/2019,Rotifera,Polyarthra,1.774313709,,6/1/2019,Brittany Howes
A19111190004,111,7/9/2019,Copepoda,Cyclopoida,6.396952374,,7/22/2019,Karianna Fiebelkorn
A19111190004,111,7/9/2019,Rotifera,Keratella.cochlearis,0.432177594,,7/22/2019,Karianna Fiebelkorn
A19111190004,111,7/9/2019,Rotifera,Monostyla,2.544754458,,7/22/2019,Karianna Fiebelkorn
A19111190004,111,7/9/2019,Copepoda,Nauplii,12.24132641,,7/22/2019,Karianna Fiebelkorn
A19111232004,111,8/20/2019,Rotifera,Asplanchna,0.170373558,,10/8/2019,Brittany Howes
A19111232004,111,8/20/2019,Copepoda,Cyclopoida,20.66249023,,10/8/2019,Brittany Howes
A19111232004,111,8/20/2019,Cladocera,Daphnia,0.680747299,,10/8/2019,Brittany Howes
A19111232004,111,8/20/2019,Cladocera,Diaphanosoma,0.395194063,,10/8/2019,Brittany Howes
A19111232004,111,8/20/2019,Rotifera,Keratella.cochlearis,0.169057397,,10/8/2019,Brittany Howes
A19111232004,111,8/20/2019,Copepoda,Nauplii,3.747218294,,10/8/2019,Brittany Howes
A19111232004,111,8/20/2019,Rotifera,Polyarthra,0.124878532,,10/8/2019,Brittany Howes
A19112143003,112,5/23/2019,Rotifera,Asplanchna,8.63423852,,6/1/2019,Brittany Howes
A19112143003,112,5/23/2019,Copepoda,Cyclopoida,7.921965302,,6/1/2019,Brittany Howes
A19112143003,112,5/23/2019,Cladocera,Daphnia,2.894137779,,6/1/2019,Brittany Howes
A19112143003,112,5/23/2019,Rotifera,Keratella.cochlearis,0.046581342,,6/1/2019,Brittany Howes
A19112143003,112,5/23/2019,Copepoda,Nauplii,28.4417416,,6/1/2019,Brittany Howes
A19112143003,112,5/23/2019,Rotifera,Polyarthra,0.83103968,,6/1/2019,Brittany Howes
A19112190010,112,7/9/2019,Cladocera,Bosmina,0.799115929,,7/26/2019,Katie Cope
A19112190010,112,7/9/2019,Rotifera,Conochilus,0.53996542,,7/26/2019,Katie Cope
A19112190010,112,7/9/2019,Copepoda,Cyclopoida,25.6701643,,7/26/2019,Katie Cope
A19112190010,112,7/9/2019,Cladocera,Daphnia,20.00836252,,7/26/2019,Katie Cope
A19112190010,112,7/9/2019,Rotifera,Keratella.cochlearis,0.125647748,,7/26/2019,Katie Cope
A19112190010,112,7/9/2019,Copepoda,Nauplii,3.597455665,,7/26/2019,Katie Cope
A19112232010,112,8/20/2019,Cladocera,Bosmina,1.509981971,,10/7/2019,Brittany Howes
A19112232010,112,8/20/2019,Copepoda,Calanoida,0.603362515,,10/7/2019,Brittany Howes
A19112232010,112,8/20/2019,Copepoda,Cyclopoida,90.59601278,,10/7/2019,Brittany Howes
A19112232010,112,8/20/2019,Cladocera,Daphnia,5.150263295,,10/7/2019,Brittany Howes
A19112232010,112,8/20/2019,Rotifera,Keratella.cochlearis,0.01938973,,10/7/2019,Brittany Howes
A19112232010,112,8/20/2019,Copepoda,Nauplii,3.780708133,,10/7/2019,Brittany Howes
A19112232010,112,8/20/2019,Rotifera,Polyarthra,0.054022744,,10/7/2019,Brittany Howes
A19113140001,113,5/20/2019,Cladocera,Bosmina,12.58037461,,5/23/2019,Brittany Howes
A19113140001,113,5/20/2019,Copepoda,Calanoida,20.90698839,,5/23/2019,Brittany Howes
A19113140001,113,5/20/2019,Copepoda,Cyclopoida,11.57608623,,5/23/2019,Brittany Howes
A19113140001,113,5/20/2019,Cladocera,Daphnia,31.77992776,,5/23/2019,Brittany Howes
A19113140001,113,5/20/2019,Rotifera,Keratella.cochlearis,0.057193023,,5/23/2019,Brittany Howes
A19113140001,113,5/20/2019,Rotifera,Keratella.quadrata,0.091080532,,5/23/2019,Brittany Howes
A19113140001,113,5/20/2019,Copepoda,Nauplii,1.645278305,,5/23/2019,Brittany Howes
A19113189005,113,7/8/2019,Copepoda,Calanoida,83.83909635,,7/18/2019,Karianna Fiebelkorn
A19113189005,113,7/8/2019,Copepoda,Cyclopoida,3.563095082,,7/18/2019,Karianna Fiebelkorn
A19113189005,113,7/8/2019,Rotifera,Keratella.cochlearis,0.017194001,,7/18/2019,Karianna Fiebelkorn
A19113189005,113,7/8/2019,Copepoda,Nauplii,12.74404995,,7/18/2019,Karianna Fiebelkorn
A19113189005,113,7/8/2019,Rotifera,Polyarthra,1.025716309,,7/18/2019,Karianna Fiebelkorn
A19113231010,113,8/19/2019,Rotifera,Brachionus,0.479726953,,10/4/2019,Karianna Fiebelkorn
A19113231010,113,8/19/2019,Copepoda,Calanoida,1.243882264,,10/4/2019,Karianna Fiebelkorn
A19113231010,113,8/19/2019,Copepoda,Cyclopoida,0.340870163,,10/4/2019,Karianna Fiebelkorn
A19113231010,113,8/19/2019,Copepoda,Nauplii,1.173428928,,10/4/2019,Karianna Fiebelkorn
A19113231010,113,8/19/2019,Rotifera,Polyarthra,0.741763963,,10/4/2019,Karianna Fiebelkorn
A19114142005,114,5/22/2019,Rotifera,Asplanchna,1.351295482,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Cladocera,Bosmina,0.95629976,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Copepoda,Calanoida,9.600199389,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Cladocera,Chydorus,3.100934628,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Copepoda,Cyclopoida,7.830659217,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Cladocera,Daphnia,4.993362375,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Rotifera,Keratella.cochlearis,0.889542398,,5/28/2019,Brittany Howes
A19114142005,114,5/22/2019,Copepoda,Nauplii,1.311620533,,5/28/2019,Brittany Howes
A19114190009,114,7/9/2019,Rotifera,Asplanchna,1.52082953,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Cladocera,Bosmina,13.88717716,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Copepoda,Calanoida,15.44425308,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Cladocera,Chydorus,18.7661291,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Copepoda,Cyclopoida,21.86140425,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Cladocera,Daphnia,1.036659272,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Rotifera,Keratella.cochlearis,0.017065729,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Copepoda,Nauplii,0.681991375,,7/22/2019,Brittany Howes
A19114190009,114,7/9/2019,Rotifera,Polyarthra,0.322840193,,7/22/2019,Brittany Howes
A19114232009,114,8/20/2019,Cladocera,Bosmina,159.7560534,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Copepoda,Calanoida,186.8526678,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Cladocera,Ceriodaphnia,150.7265255,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Cladocera,Chydorus,24.78063791,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Copepoda,Cyclopoida,303.447373,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Rotifera,Keratella.cochlearis,0.157910372,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Copepoda,Nauplii,13.87476541,,10/9/2019,Karianna Fiebelkorn
A19114232009,114,8/20/2019,Rotifera,Polyarthra,0.777767796,,10/9/2019,Karianna Fiebelkorn
A19115155001,115,6/4/2019,Cladocera,Bosmina,0.453430548,,6/24/2019,Brittany Howes
A19115155001,115,6/4/2019,Copepoda,Cyclopoida,18.57489573,,6/24/2019,Brittany Howes
A19115155001,115,6/4/2019,Rotifera,Keratella.cochlearis,0.130311804,,6/24/2019,Brittany Howes
A19115155001,115,6/4/2019,Copepoda,Nauplii,1.639437615,,6/24/2019,Brittany Howes
A19115155001,115,6/4/2019,Rotifera,Polyarthra,1.005919969,,6/24/2019,Brittany Howes
A19115198003,115,7/17/2019,Rotifera,Asplanchna,1.183213355,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Cladocera,Bosmina,0.036434219,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Rotifera,Brachionus,0.065467233,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Copepoda,Cyclopoida,0.492165244,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Cladocera,Daphnia,0.790175757,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Rotifera,Keratella.cochlearis,0.065301067,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Rotifera,Monostyla,0.167131618,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Copepoda,Nauplii,6.012902297,,7/30/2019,Brittany Howes
A19115198003,115,7/17/2019,Rotifera,Synchaeta,0.024513782,,7/30/2019,Brittany Howes
A19115239007,115,8/27/2019,Rotifera,Brachionus,0.046429386,,10/15/2019,Brittany Howes
A19115239007,115,8/27/2019,Cladocera,Daphnia,21.11771966,,10/15/2019,Brittany Howes
A19115239007,115,8/27/2019,Rotifera,Filinia,0.052506104,,10/15/2019,Brittany Howes
A19115239007,115,8/27/2019,Rotifera,Keratella.cochlearis,0.103433429,,10/15/2019,Brittany Howes
A19115239007,115,8/27/2019,Copepoda,Nauplii,0.925848004,,10/15/2019,Brittany Howes
A19115239007,115,8/27/2019,Rotifera,Polyarthra,2.266593425,,10/15/2019,Brittany Howes
A19116162013,116,6/11/2019,Copepoda,Calanoida,34.12481967,,6/28/2019,Brittany Howes
A19116162013,116,6/11/2019,Cladocera,Chydorus,1.816565805,,6/28/2019,Brittany Howes
A19116162013,116,6/11/2019,Copepoda,Cyclopoida,9.181635694,,6/28/2019,Brittany Howes
A19116162013,116,6/11/2019,Cladocera,Daphnia,56.59433146,,6/28/2019,Brittany Howes
A19116162013,116,6/11/2019,Rotifera,Keratella.cochlearis,0.011610092,,6/28/2019,Brittany Howes
A19116162013,116,6/11/2019,Copepoda,Nauplii,2.350587592,,6/28/2019,Brittany Howes
A19116162013,116,6/11/2019,Rotifera,Polyarthra,0.434759568,,6/28/2019,Brittany Howes
A19116211010,116,7/30/2019,Rotifera,Brachionus,0.008186332,,8/19/2019,Brittany Howes
A19116211010,116,7/30/2019,Copepoda,Calanoida,0.832527033,,8/19/2019,Brittany Howes
A19116211010,116,7/30/2019,Rotifera,Filinia,0.026522475,,8/19/2019,Brittany Howes
A19116211010,116,7/30/2019,Rotifera,Keratella.cochlearis,0.003821366,,8/19/2019,Brittany Howes
A19116211010,116,7/30/2019,Copepoda,Nauplii,0.101384754,,8/19/2019,Brittany Howes
A19116211010,116,7/30/2019,Rotifera,Polyarthra,0.036335091,,8/19/2019,Brittany Howes
A19116251005,116,9/8/2019,Cladocera,Bosmina,0.710180742,,11/7/2019,Brittany Howes
A19116251005,116,9/8/2019,Copepoda,Calanoida,145.0347264,,11/7/2019,Brittany Howes
A19116251005,116,9/8/2019,Copepoda,Cyclopoida,93.29953281,,11/7/2019,Brittany Howes
A19116251005,116,9/8/2019,Rotifera,Keratella.cochlearis,0.049953474,,11/7/2019,Brittany Howes
A19116251005,116,9/8/2019,Copepoda,Nauplii,5.521315262,,11/7/2019,Brittany Howes
A19116251005,116,9/8/2019,Rotifera,Polyarthra,2.106195258,,11/7/2019,Brittany Howes
A19119162012,119,6/11/2019,Copepoda,Calanoida,13.32637194,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Rotifera,Conochilus,0.020146991,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Copepoda,Cyclopoida,2.833963067,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Cladocera,Daphnia,8.137699643,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Rotifera,Keratella.cochlearis,0.106651617,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Rotifera,Keratella.quadrata,0.042415092,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Copepoda,Nauplii,0.473752467,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Rotifera,Polyarthra,0.054080917,,6/28/2019,Katie Cope
A19119162012,119,6/11/2019,Rotifera,Pompholyx,0.033013761,,6/28/2019,Katie Cope
A19119211005,119,7/30/2019,Copepoda,Calanoida,9.068989879,,8/22/2019,Karianna Fiebelkorn
A19119211005,119,7/30/2019,Cladocera,Chydorus,0.175786089,,8/22/2019,Karianna Fiebelkorn
A19119211005,119,7/30/2019,Copepoda,Cyclopoida,3.613872764,,8/22/2019,Karianna Fiebelkorn
A19119211005,119,7/30/2019,Cladocera,Daphnia,0.43480229,,8/22/2019,Karianna Fiebelkorn
A19119211005,119,7/30/2019,Rotifera,Keratella.cochlearis,0.010982656,,8/22/2019,Karianna Fiebelkorn
A19119211005,119,7/30/2019,Copepoda,Nauplii,1.382523705,,8/22/2019,Karianna Fiebelkorn
A19119251002,119,9/8/2019,Cladocera,Chydorus,0.293920325,,11/14/2019,Brittany Howes
A19119251002,119,9/8/2019,Copepoda,Cyclopoida,2.847832226,,11/14/2019,Brittany Howes
A19119251002,119,9/8/2019,Cladocera,Daphnia,33.09444682,,11/14/2019,Brittany Howes
A19119251002,119,9/8/2019,Rotifera,Keratella.cochlearis,0.027559456,,11/14/2019,Brittany Howes
A19119251002,119,9/8/2019,Copepoda,Nauplii,1.125822366,,11/14/2019,Brittany Howes
A19120169004,120,6/18/2019,Copepoda,Calanoida,5.571363036,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Cladocera,Daphnia,116.2894215,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Rotifera,Filinia,0.119884226,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Rotifera,Keratella.cochlearis,0.103285142,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Rotifera,Keratella.quadrata,0.193624107,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Copepoda,Nauplii,3.217527056,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Rotifera,Polyarthra,1.159956867,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Rotifera,Pompholyx,0.025320097,,7/3/2019,Katie Cope
A19120169004,120,6/18/2019,Rotifera,Synchaeta,0.18898005,,7/3/2019,Katie Cope
A19120219005,120,8/7/2019,Rotifera,Brachionus,3.824333103,,8/29/2019,Brittany Howes
A19120219005,120,8/7/2019,Rotifera,Keratella.cochlearis,0.051217397,,8/29/2019,Brittany Howes
A19120219005,120,8/7/2019,Copepoda,Nauplii,0.922774571,,8/29/2019,Brittany Howes
A19120258001,120,9/15/2019,Copepoda,Calanoida,11.99714969,,11/22/2019,Karianna Fiebelkorn
A19120258001,120,9/15/2019,Copepoda,Cyclopoida,3.213052455,,11/22/2019,Karianna Fiebelkorn
A19120258001,120,9/15/2019,Rotifera,Keratella.cochlearis,0.001337432,,11/22/2019,Karianna Fiebelkorn
A19120258001,120,9/15/2019,Copepoda,Nauplii,4.520387999,,11/22/2019,Karianna Fiebelkorn
A19120258001,120,9/15/2019,Rotifera,Polyarthra,0.155852111,,11/22/2019,Karianna Fiebelkorn
A19121149002,121,5/29/2019,Rotifera,Asplanchna,0.621213639,,6/17/2019,Brittany Howes
A19121149002,121,5/29/2019,Cladocera,Bosmina,1.05678887,,6/17/2019,Brittany Howes
A19121149002,121,5/29/2019,Cladocera,Chydorus,3.50920633,,6/17/2019,Brittany Howes
A19121149002,121,5/29/2019,Copepoda,Cyclopoida,0.569826275,,6/17/2019,Brittany Howes
A19121149002,121,5/29/2019,Cladocera,Daphnia,1.89099731,,6/17/2019,Brittany Howes
A19121149002,121,5/29/2019,Rotifera,Keratella.cochlearis,0.003118766,,6/17/2019,Brittany Howes
A19121203007,121,7/22/2019,Cladocera,Bosmina,2.871864269,,8/9/2019,Brittany Howes
A19121203007,121,7/22/2019,Cladocera,Daphnia,4.802955598,,8/9/2019,Brittany Howes
A19121203007,121,7/22/2019,Rotifera,Keratella.cochlearis,0.012394594,,8/9/2019,Brittany Howes
A19121203007,121,7/22/2019,Copepoda,Nauplii,3.296256263,,8/9/2019,Brittany Howes
A19121203007,121,7/22/2019,Rotifera,Polyarthra,0.172417328,,8/9/2019,Brittany Howes
A19121246003,121,9/3/2019,Copepoda,Calanoida,6.086816475,,10/29/2019,Brittany Howes
A19121246003,121,9/3/2019,Cladocera,Chydorus,49.35909535,,10/29/2019,Brittany Howes
A19121246003,121,9/3/2019,Copepoda,Cyclopoida,3.84934234,,10/29/2019,Brittany Howes
A19121246003,121,9/3/2019,Cladocera,Diaphanosoma,0.284610834,,10/29/2019,Brittany Howes
A19121246003,121,9/3/2019,Rotifera,Keratella.cochlearis,0.006040023,,10/29/2019,Brittany Howes
A19121246003,121,9/3/2019,Rotifera,Keratella.quadrata,0.296223439,,10/29/2019,Brittany Howes
A19121246003,121,9/3/2019,Copepoda,Nauplii,0.595871283,,10/29/2019,Brittany Howes
A19122177010,122,6/26/2019,Copepoda,Calanoida,3.503294653,,7/10/2019,Katie Cope
A19122177010,122,6/26/2019,Cladocera,Ceriodaphnia,8.184996682,,7/10/2019,Katie Cope
A19122177010,122,6/26/2019,Copepoda,Cyclopoida,18.29514826,,7/10/2019,Katie Cope
A19122177010,122,6/26/2019,Cladocera,Daphnia,49.61629381,,7/10/2019,Katie Cope
A19122177010,122,6/26/2019,Rotifera,Keratella.cochlearis,0.037540959,,7/10/2019,Katie Cope
A19122177010,122,6/26/2019,Copepoda,Nauplii,5.688029819,,7/10/2019,Katie Cope
A19122177010,122,6/26/2019,Rotifera,Polyarthra,0.26763118,,7/10/2019,Katie Cope
A19122225006,122,8/13/2019,Copepoda,Calanoida,3.303959691,,9/12/2019,Brittany Howes
A19122225006,122,8/13/2019,Copepoda,Cyclopoida,19.09644609,,9/12/2019,Brittany Howes
A19122225006,122,8/13/2019,Cladocera,Daphnia,1.518164416,,9/12/2019,Brittany Howes
A19122225006,122,8/13/2019,Cladocera,Diaphanosoma,0.378219999,,9/12/2019,Brittany Howes
A19122225006,122,8/13/2019,Rotifera,Kellicottia,0.099672296,,9/12/2019,Brittany Howes
A19122225006,122,8/13/2019,Rotifera,Keratella.cochlearis,0.005012471,,9/12/2019,Brittany Howes
A19122225006,122,8/13/2019,Copepoda,Nauplii,0.560739087,,9/12/2019,Brittany Howes
A19122266005,122,9/23/2019,Copepoda,Cyclopoida,38.87518243,,12/5/2019,Brittany Howes
A19122266005,122,9/23/2019,Cladocera,Daphnia,29.39426558,,12/5/2019,Brittany Howes
A19122266005,122,9/23/2019,Cladocera,Diaphanosoma,1.681611809,,12/5/2019,Brittany Howes
A19122266005,122,9/23/2019,Rotifera,Keratella.cochlearis,0.013813364,,12/5/2019,Brittany Howes
A19122266005,122,9/23/2019,Copepoda,Nauplii,4.770139652,,12/5/2019,Brittany Howes
A19122266005,122,9/23/2019,Rotifera,Polyarthra,0.164341375,,12/5/2019,Brittany Howes
A19123161010,123,6/10/2019,Copepoda,Cyclopoida,0.081596778,,6/25/2019,Brittany Howes
A19123161010,123,6/10/2019,Cladocera,Daphnia,3.68170361,,6/25/2019,Brittany Howes
A19123161010,123,6/10/2019,Rotifera,Keratella.cochlearis,0.009763637,,6/25/2019,Brittany Howes
A19123161010,123,6/10/2019,Copepoda,Nauplii,0.019131767,,6/25/2019,Brittany Howes
A19123161010,123,6/10/2019,Rotifera,Polyarthra,0.030699114,,6/25/2019,Brittany Howes
A19123210005,123,7/29/2019,Copepoda,Calanoida,5.632250386,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Copepoda,Cyclopoida,25.43491008,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Cladocera,Daphnia,9.554182639,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Rotifera,Kellicottia,0.003035169,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Rotifera,Keratella.cochlearis,0.010334016,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Rotifera,Monostyla,0.135333756,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Copepoda,Nauplii,0.682295122,,8/16/2019,Brittany Howes
A19123210005,123,7/29/2019,Rotifera,Polyarthra,0.273005663,,8/16/2019,Brittany Howes
A19124176005,124,6/25/2019,Cladocera,Alonella,0.524076276,,7/15/2019,Karianna Fiebelkorn
A19124176005,124,6/25/2019,Copepoda,Calanoida,1180.950773,,7/15/2019,Karianna Fiebelkorn
A19124176005,124,6/25/2019,Copepoda,Cyclopoida,156.3461969,,7/15/2019,Karianna Fiebelkorn
A19124176005,124,6/25/2019,Cladocera,Daphnia,324.9072816,,7/15/2019,Karianna Fiebelkorn
A19124176005,124,6/25/2019,Rotifera,Keratella.cochlearis,0.155325451,,7/15/2019,Karianna Fiebelkorn
A19124176005,124,6/25/2019,Copepoda,Nauplii,36.87545722,,7/15/2019,Karianna Fiebelkorn
A19124176005,124,6/25/2019,Rotifera,Polyarthra,0.504928947,,7/15/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Rotifera,Anuraeopsis,0.013597917,,9/20/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Copepoda,Calanoida,21.57080942,,9/20/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Copepoda,Cyclopoida,24.40447263,,9/20/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Cladocera,Daphnia,0.393137832,,9/20/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Cladocera,Diaphanosoma,0.796477915,,9/20/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Rotifera,Keratella.cochlearis,0.014296074,,9/20/2019,Karianna Fiebelkorn
A19124224005,124,8/12/2019,Copepoda,Nauplii,1.06100801,,9/20/2019,Karianna Fiebelkorn
A19124267001,124,9/24/2019,Copepoda,Calanoida,10.09788036,,12/13/2019,Karianna Fiebelkorn
A19124267001,124,9/24/2019,Copepoda,Cyclopoida,17.5181035,,12/13/2019,Karianna Fiebelkorn
A19124267001,124,9/24/2019,Cladocera,Daphnia,10.46868021,,12/13/2019,Karianna Fiebelkorn
A19124267001,124,9/24/2019,Cladocera,Diaphanosoma,1.167174266,,12/13/2019,Karianna Fiebelkorn
A19124267001,124,9/24/2019,Rotifera,Keratella.cochlearis,0.005356178,,12/13/2019,Karianna Fiebelkorn
A19124267001,124,9/24/2019,Copepoda,Nauplii,1.262644166,,12/13/2019,Karianna Fiebelkorn
A19125149005,125,5/29/2019,Cladocera,Alona,0.145231797,,6/5/2019,Katie Cope
A19125149005,125,5/29/2019,Copepoda,Calanoida,11.27759081,,6/5/2019,Katie Cope
A19125149005,125,5/29/2019,Copepoda,Cyclopoida,1.387576311,,6/5/2019,Katie Cope
A19125149005,125,5/29/2019,Cladocera,Daphnia,34.33337508,,6/5/2019,Katie Cope
A19125149005,125,5/29/2019,Copepoda,Nauplii,0.422325598,,6/5/2019,Katie Cope
A19125203005,125,7/22/2019,Copepoda,Calanoida,3.953502886,,8/14/2019,Brittany Howes
A19125203005,125,7/22/2019,Copepoda,Cyclopoida,1.335305109,,8/14/2019,Brittany Howes
A19125203005,125,7/22/2019,Cladocera,Daphnia,239.614337,,8/14/2019,Brittany Howes
A19125203005,125,7/22/2019,Rotifera,Keratella.cochlearis,0.001859326,,8/14/2019,Brittany Howes
A19125203005,125,7/22/2019,Copepoda,Nauplii,0.952987661,,8/14/2019,Brittany Howes
A19125203005,125,7/22/2019,Rotifera,Polyarthra,0.010044677,,8/14/2019,Brittany Howes
A19125246001,125,9/3/2019,Copepoda,Calanoida,465.6814379,,10/25/2019,Karianna Fiebelkorn
A19125246001,125,9/3/2019,Cladocera,Chydorus,10.63702806,,10/25/2019,Karianna Fiebelkorn
A19125246001,125,9/3/2019,Copepoda,Cyclopoida,3.010053546,,10/25/2019,Karianna Fiebelkorn
A19125246001,125,9/3/2019,Cladocera,Daphnia,286.3085682,,10/25/2019,Karianna Fiebelkorn
A19125246001,125,9/3/2019,Cladocera,Diaphanosoma,1.606279252,,10/25/2019,Karianna Fiebelkorn
A19125246001,125,9/3/2019,Copepoda,Nauplii,1.335315616,,10/25/2019,Karianna Fiebelkorn
A19125246001,125,9/3/2019,Rotifera,Polyarthra,0.1286153,,10/25/2019,Karianna Fiebelkorn
A19126155002,126,6/4/2019,Rotifera,Anuraeopsis,0.002247487,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Rotifera,Asplanchna,0.04939543,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Copepoda,Calanoida,0.454225249,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Rotifera,Conochilus,0.029426189,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Copepoda,Cyclopoida,3.151352033,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Cladocera,Daphnia,3.257011656,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Rotifera,Hexarthra,0.166175798,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Rotifera,Kellicottia,0.007341504,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Rotifera,Keratella.cochlearis,0.018997208,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Copepoda,Nauplii,0.520986705,,6/24/2019,Katie Cope
A19126155002,126,6/4/2019,Rotifera,Polyarthra,0.125013882,,6/24/2019,Katie Cope
A19126198001,126,7/17/2019,Rotifera,Brachionus,0.584287119,,8/2/2019,Brittany Howes
A19126198001,126,7/17/2019,Rotifera,Conochilus,0.023440414,,8/2/2019,Brittany Howes
A19126198001,126,7/17/2019,Rotifera,Keratella.cochlearis,0.005279611,,8/2/2019,Brittany Howes
A19126198001,126,7/17/2019,Copepoda,Nauplii,0.189926851,,8/2/2019,Brittany Howes
A19126198001,126,7/17/2019,Rotifera,Trichocerca,0.25433589,,8/2/2019,Brittany Howes
A19126239005,126,8/27/2019,Copepoda,Calanoida,20.28938832,,10/19/2019,Karianna Fiebelkorn
A19126239005,126,8/27/2019,Copepoda,Cyclopoida,43.92782034,,10/19/2019,Karianna Fiebelkorn
